word,coordinations
oak,"51.48,-3.18 53.79648,-1.54785 55.95206,-3.19648"
lunch time,"50.37771,-4.14082 51.51279,-0.09184 53.79648,-1.54785"
sources,"53.79648,-1.54785"
crunchie,"53.79648,-1.54785 55.95206,-3.19648"
partha,"55.45862,-4.62849"
supper chicken fillets,"57.14369,-2.09814"
seafood signature dish seafood tomato,"55.07216,-3.60218"
snicker,"52.9536,-1.15047"
jalapeno chicken,"55.95206,-3.19648"
base cheese,"54.77560,-1.58374"
inch funghi,"54.57309,-1.23258 54.89228,-2.93206 54.97328,-1.61396 55.07216,-3.60218"
sauce sauce,"50.71936,-3.53271 55.86515,-4.25763 55.86515,-4.25763"
neptune pizza,"55.86515,-4.25763"
fish chips,"50.15201,-5.06654 51.48,-3.18 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.38297,-1.4659 53.41058,-2.97794 53.48095,-2.23743 53.7446,-0.33525 53.79391,-1.75206"
kick,"54.58333,-5.93333"
tomato cheese pepperoni mushroom onion,"52.9536,-1.15047"
milk egg mustard,"51.48,-3.18"
vege burger,"51.45523,-2.59665 54.32822,-2.74565"
bananas vanilla,"55.95206,-3.19648"
movie night meal deal,"54.58333,-5.93333"
donner seekh lamb,"53.48095,-2.23743"
mascalese,"51.51279,-0.09184"
fats,"53.79391,-1.75206"
piri chicken fillet burger,"53.79648,-1.54785"
haddock iceland,"51.48,-3.18"
kids box fish bites,"54.32822,-2.74565"
pitta breads chips,"53.38297,-1.4659"
sauce onion,"55.95206,-3.19648"
set dinner c,"50.71936,-3.53271"
burger dinner,"53.41058,-2.97794"
diet coke l bottle,"52.40656,-1.51217"
roti,"55.45862,-4.62849 56.46913,-2.97489"
chicken pepperoni ham spicy beef,"52.20765,0.13200"
spring onions,"53.41058,-2.97794 53.41058,-2.97794 56.46913,-2.97489"
payments,"52.40656,-1.51217 52.9536,-1.15047 57.47908,-4.22398"
cod supper,"54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333"
beef chicken pepperoni,"57.14369,-2.09814"
chicken tikka lamb seekh kebab chicken,"52.6386,-1.13169"
lager,"52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 54.90465,-1.38222 55.95206,-3.19648"
pork roll,"55.86515,-4.25763"
kindo sauce,"53.41058,-2.97794"
childrens menu,"50.15201,-5.06654 50.15201,-5.06654 51.51279,-0.09184 53.00415,-2.18538 57.47908,-4.22398"
lamb madras,"52.6386,-1.13169 56.46913,-2.97489"
home,"50.15201,-5.06654 50.37771,-4.14082 50.83333,0.13333 50.83333,0.13333 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.62125,-3.94490 52.05834,1.15472 52.05834,1.15472 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.38297,-1.4659 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.7446,-0.33525 53.79391,-1.75206 53.79648,-1.54785 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.66411,-2.75257 54.66411,-2.75257 54.77560,-1.58374 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 55.07216,-3.60218 55.45862,-4.62849 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489"
liking,"53.7446,-0.33525"
drizzle,"52.40656,-1.51217 52.9536,-1.15047"
sitdown,"50.15201,-5.06654"
coke bottle l,"54.97328,-1.61396"
pakora chips,"55.45862,-4.62849"
pickle onion,"51.48,-3.18 51.48,-3.18"
house salad,"51.48,-3.18 51.51279,-0.09184 52.48142,-1.89983"
corn soup,"52.20765,0.13200 54.89228,-2.93206"
cod box,"51.51279,-0.09184"
bread chips,"52.63220,1.28925 52.6386,-1.13169 55.07216,-3.60218 57.14369,-2.09814"
inch prosciutto cotto,"55.07216,-3.60218"
sauce chilli,"52.48142,-1.89983 52.6386,-1.13169 53.79648,-1.54785"
lisson,"51.51279,-0.09184"
chicken tikka mazaedar,"56.46913,-2.97489"
grilling station,"52.63220,1.28925"
msc crispy cod,"54.58333,-5.93333"
lemonadeorangecherryade coke,"52.9536,-1.15047"
quarter,"52.48142,-1.89983 52.9536,-1.15047 53.41058,-2.97794 53.41058,-2.97794 55.86515,-4.25763"
freedom,"50.15201,-5.06654"
donner mexicana crust,"53.79648,-1.54785"
pepperoni explosion pizza,"52.48142,-1.89983"
cheese donner kebabs chips,"54.97328,-1.61396"
singapore egg,"53.41058,-2.97794"
beef onion peppers powder,"52.40656,-1.51217"
pasta rolls,"55.95206,-3.19648"
delivery address,"54.58333,-5.93333"
kids menu,"51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 53.79648,-1.54785 54.58333,-5.93333 54.89228,-2.93206 54.89228,-2.93206"
foo yung l,"52.20765,0.13200"
pastries,"54.89228,-2.93206"
donner meat wrap,"53.79391,-1.75206 54.57309,-1.23258"
sink food,"50.15201,-5.06654"
morning roll salad,"55.86515,-4.25763"
tandoori dishes,"55.45862,-4.62849"
lamb biryani,"56.46913,-2.97489"
pangasius fish,"52.48142,-1.89983"
mountain dew,"53.79391,-1.75206"
additions,"53.41058,-2.97794"
mouth watering macaroni,"54.97328,-1.61396"
chicken calzone,"55.45862,-4.62849 55.45862,-4.62849 55.86515,-4.25763 55.95206,-3.19648 56.46913,-2.97489 57.47908,-4.22398"
world cup,"52.9536,-1.15047"
pc,"54.97328,-1.61396"
chicken pakora pakora doner meat chips onion rings,"55.07216,-3.60218"
butter masala,"55.45862,-4.62849"
pepper sauce,"52.6386,-1.13169 53.41058,-2.97794 53.41058,-2.97794 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333"
chicken beansprouts,"53.41058,-2.97794"
quarter pounder chicken kebab burger,"54.89228,-2.93206"
warners,"53.79391,-1.75206"
menthols,"55.95206,-3.19648"
beef onion carrot,"55.07216,-3.60218"
hornigs,"55.95206,-3.19648"
craft butcher ozg,"55.95206,-3.19648"
korma chicken tikka,"53.79648,-1.54785"
world cup meal deal,"52.9536,-1.15047"
strawberries,"52.40656,-1.51217 55.95206,-3.19648"
chicken goujons,"51.48,-3.18 53.79648,-1.54785 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 55.07216,-3.60218 55.45862,-4.62849 55.86515,-4.25763 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814 57.14369,-2.09814"
chicken breast meal deal,"54.58333,-5.93333"
community sponsorship,"53.79648,-1.54785"
burger meals,"52.6386,-1.13169"
chicken tikka chicken mediterranean,"53.00415,-2.18538"
paneer rezala,"52.6386,-1.13169"
scampi meal deal,"54.58333,-5.93333"
potato peas gravy yorkshire pudding,"53.48095,-2.23743"
panko,"50.15201,-5.06654 51.51279,-0.09184 54.32822,-2.74565"
piece,"51.45523,-2.59665 51.48,-3.18 52.05834,1.15472 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.48095,-2.23743 53.48095,-2.23743 53.7446,-0.33525 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 54.58333,-5.93333 54.77560,-1.58374 54.77560,-1.58374 55.86515,-4.25763 55.86515,-4.25763 56.46913,-2.97489"
ham cheese triangles,"53.00415,-2.18538"
reservations,"51.51279,-0.09184 51.51279,-0.09184 52.9536,-1.15047"
flame grills,"52.9536,-1.15047"
violet ice cream tub,"55.86515,-4.25763"
twist,"51.48,-3.18 52.63220,1.28925 52.9536,-1.15047 53.48095,-2.23743 54.58333,-5.93333"
prawns fish bites,"53.79648,-1.54785"
succulent chicken,"55.95206,-3.19648"
penne,"55.07216,-3.60218 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
tail king size,"55.45862,-4.62849"
lamb jaipuri,"56.46913,-2.97489"
capricosa,"52.9536,-1.15047 54.89228,-2.93206 54.89228,-2.93206"
hazelnuts,"54.89228,-2.93206"
formaggio,"53.79648,-1.54785"
butter cheese jalapenos,"54.57309,-1.23258"
person pork,"52.20765,0.13200"
donner bursa,"57.14369,-2.09814"
deal chips,"54.58333,-5.93333"
beers lagers,"52.6386,-1.13169"
kids cod goujons,"54.58333,-5.93333"
cheese rissole,"51.62125,-3.94490 51.62125,-3.94490"
cod salmon,"51.51279,-0.09184"
grill kebab,"53.48095,-2.23743"
house curry,"52.20765,0.13200 53.41058,-2.97794 56.46913,-2.97489"
seafood prawns tuna tomato,"53.00415,-2.18538"
style chips,"55.86515,-4.25763"
veg toppings,"55.86515,-4.25763"
west yorkshire,"50.15201,-5.06654 53.79391,-1.75206"
friends,"53.79648,-1.54785"
tomato cheese onion pepperoni,"54.97328,-1.61396"
fish deal,"52.40656,-1.51217 52.48142,-1.89983 54.77560,-1.58374 54.77560,-1.58374"
king kashmiri masala,"56.46913,-2.97489"
cheese tomato lettuce,"55.95206,-3.19648"
cheese tomato mushrooms salami onions,"54.89228,-2.93206"
cotton candy ice cream oyster,"55.86515,-4.25763"
pcs chicken balls,"52.20765,0.13200"
portion,"50.15201,-5.06654 50.37771,-4.14082 50.37771,-4.14082 51.62125,-3.94490 52.20765,0.13200 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.66411,-2.75257 54.77560,-1.58374 54.77560,-1.58374 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 55.45862,-4.62849 55.45862,-4.62849 55.45862,-4.62849 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489"
extras,"50.37771,-4.14082 50.71936,-3.53271 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 51.62125,-3.94490 52.05834,1.15472 52.05834,1.15472 52.20765,0.13200 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.32822,-2.74565 54.57309,-1.23258 54.58333,-5.93333 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.45862,-4.62849 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 57.14369,-2.09814 57.14369,-2.09814"
chicken seekh kebab,"53.79391,-1.75206"
meal box,"54.66411,-2.75257"
todays,"51.48,-3.18"
pizza alla scozzese,"55.86515,-4.25763"
mackerel,"50.15201,-5.06654 52.9536,-1.15047 52.9536,-1.15047 54.58333,-5.93333"
powders,"54.89228,-2.93206"
chicken tikka parmesans,"53.79648,-1.54785"
nottingham,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047"
beef pepperoni mushroom onion,"52.6386,-1.13169"
donner meat meal,"52.6386,-1.13169 53.48095,-2.23743"
chicken tikka portion,"52.40656,-1.51217 52.48142,-1.89983"
kebabs chips,"52.9536,-1.15047 53.38297,-1.4659"
chicken puri,"56.46913,-2.97489"
aug,"51.51279,-0.09184"
pancetta,"55.86515,-4.25763 55.95206,-3.19648"
donner donner kebab chips,"52.9536,-1.15047"
sauce cheese pepperoni,"54.89228,-2.93206"
pattie cheese,"53.7446,-0.33525"
vege,"50.83333,0.13333"
mon thurs,"53.79391,-1.75206"
espresso coffee,"52.9536,-1.15047 52.9536,-1.15047 55.95206,-3.19648"
visitor analysis others,"54.90465,-1.38222"
chicken tikka massala,"54.77560,-1.58374 54.97328,-1.61396"
rock harvest nottingham,"52.9536,-1.15047 52.9536,-1.15047"
updates,"52.6386,-1.13169 53.48095,-2.23743"
pizza bread cheese,"54.77560,-1.58374"
fish soup,"51.51279,-0.09184"
vegetable curry,"50.71936,-3.53271 52.20765,0.13200 52.6386,-1.13169 53.41058,-2.97794 53.41058,-2.97794 55.45862,-4.62849 56.46913,-2.97489"
fish kids,"56.46913,-2.97489"
chicken jalapeno,"52.48142,-1.89983"
morning roll,"55.86515,-4.25763 55.95206,-3.19648"
crispy salads,"54.90465,-1.38222"
cream ice cream,"50.15201,-5.06654 53.79648,-1.54785"
chip shops,"53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785"
egg rice,"53.41058,-2.97794 55.45862,-4.62849"
farmhouse,"50.83333,0.13333 51.45523,-2.59665 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.38297,-1.4659 54.58333,-5.93333 54.77560,-1.58374 55.07216,-3.60218 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489"
chicken onions mushrooms,"52.9536,-1.15047"
donner meat salad,"53.00415,-2.18538 55.95206,-3.19648"
coke ltr bottle,"52.48142,-1.89983 54.89228,-2.93206"
batch,"52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.41058,-2.97794"
lamb donner chicken donner inch cheese,"57.14369,-2.09814"
jacket potato,"50.37771,-4.14082 51.45523,-2.59665 51.51279,-0.09184 51.62125,-3.94490 51.62125,-3.94490 52.40656,-1.51217 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.41058,-2.97794 53.79391,-1.75206 53.79648,-1.54785 56.46913,-2.97489"
delivery zone,"54.58333,-5.93333"
gravy mushy peas,"53.00415,-2.18538"
chicken breast fillet chips,"53.79648,-1.54785"
preferences,"52.40656,-1.51217"
bream ltd,"52.9536,-1.15047 52.9536,-1.15047"
supper haddock,"57.14369,-2.09814"
lights,"51.51279,-0.09184 53.79648,-1.54785"
pilau rice nan,"56.46913,-2.97489"
pounder parmo burger,"54.97328,-1.61396"
lamb starter,"53.48095,-2.23743 53.79648,-1.54785 55.45862,-4.62849 56.46913,-2.97489"
tips,"55.95206,-3.19648"
choice pizza xlarge,"52.48142,-1.89983"
ribena,"50.83333,0.13333 52.48142,-1.89983 52.9536,-1.15047 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814"
bun salad,"51.45523,-2.59665"
chicken peppers onion ham,"55.86515,-4.25763"
pancakes,"50.71936,-3.53271 52.20765,0.13200 53.41058,-2.97794 53.41058,-2.97794 55.95206,-3.19648"
quarter pounder chicken burger meal,"53.79391,-1.75206"
tuna lettuce tomato,"52.20765,0.13200"
mix tikka,"56.46913,-2.97489"
chicken pakora wrap,"55.86515,-4.25763"
cheese lettuce,"52.40656,-1.51217 53.48095,-2.23743"
chicken soup,"53.41058,-2.97794 53.41058,-2.97794"
pizza half,"55.45862,-4.62849 55.86515,-4.25763"
credit,"53.79391,-1.75206"
angus beef,"50.83333,0.13333"
crispy duck,"53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794"
onion tomato,"54.58333,-5.93333 56.46913,-2.97489"
vegetable oil,"50.15201,-5.06654 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206"
fragrances,"51.51279,-0.09184"
slices,"51.51279,-0.09184 52.20765,0.13200 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.41058,-2.97794 53.79391,-1.75206 54.58333,-5.93333 55.45862,-4.62849 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489"
king mughlai,"56.46913,-2.97489"
supper chicken nuggets,"56.46913,-2.97489 57.14369,-2.09814"
beef burger meal,"51.45523,-2.59665 52.40656,-1.51217 52.48142,-1.89983 52.6386,-1.13169 53.48095,-2.23743 54.77560,-1.58374"
pangasius,"52.48142,-1.89983"
sauce butter,"55.07216,-3.60218"
gennaros,"55.86515,-4.25763"
tomato kebab meat,"54.97328,-1.61396"
chicken kebab butty,"54.77560,-1.58374"
bobbersmill,"52.9536,-1.15047"
burslem,"53.00415,-2.18538"
call,"54.97328,-1.61396"
burger sauce,"52.20765,0.13200 52.48142,-1.89983 52.63220,1.28925 55.86515,-4.25763 55.95206,-3.19648"
ocean dragon,"52.20765,0.13200"
supporters,"54.58333,-5.93333"
ham mushrooms,"52.40656,-1.51217 52.48142,-1.89983 52.9536,-1.15047 55.07216,-3.60218 55.86515,-4.25763 55.95206,-3.19648"
ginger spices,"55.45862,-4.62849"
tomato dishes,"53.41058,-2.97794 53.41058,-2.97794"
bread crust,"54.77560,-1.58374"
adult,"53.79648,-1.54785"
bhoona chicken,"55.45862,-4.62849"
cheese meat ginger garlic,"53.79648,-1.54785"
corn market,"54.66411,-2.75257"
donner seekh,"53.79648,-1.54785"
flora,"50.15201,-5.06654"
pepper wings salt,"53.41058,-2.97794"
rights,"51.48,-3.18 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 52.05834,1.15472 52.63220,1.28925 52.6386,-1.13169 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.66411,-2.75257 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 57.47908,-4.22398"
butter dip,"52.63220,1.28925"
vegetable bhuna,"52.6386,-1.13169 56.46913,-2.97489"
bf burgerchipscan,"51.48,-3.18 51.48,-3.18"
egg matzo,"51.51279,-0.09184"
chocolate fudge,"52.63220,1.28925 52.9536,-1.15047"
crouton salad,"55.95206,-3.19648"
sizzler,"56.46913,-2.97489"
root,"54.89228,-2.93206"
kids chicken nuggets meal,"54.89228,-2.93206 55.07216,-3.60218 55.86515,-4.25763 56.46913,-2.97489"
vodka,"51.48,-3.18 52.6386,-1.13169 52.9536,-1.15047 54.89228,-2.93206 55.07216,-3.60218 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
honey,"52.6386,-1.13169 53.41058,-2.97794 55.95206,-3.19648"
foods,"51.51279,-0.09184 51.51279,-0.09184 52.40656,-1.51217 53.7446,-0.33525 54.89228,-2.93206 55.86515,-4.25763"
pounder mushroom burger,"52.9536,-1.15047"
meat spring roll,"53.41058,-2.97794"
fish meal,"52.9536,-1.15047 54.58333,-5.93333"
doner naan,"52.48142,-1.89983"
risk,"54.89228,-2.93206"
jacket potatoes,"50.15201,-5.06654 51.48,-3.18 51.62125,-3.94490 52.05834,1.15472 52.40656,-1.51217 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.41058,-2.97794 53.79391,-1.75206 53.79648,-1.54785 56.46913,-2.97489"
polio,"54.97328,-1.61396"
piri chicken meat,"52.6386,-1.13169"
thing,"53.79648,-1.54785"
lamb curry,"52.20765,0.13200 52.48142,-1.89983 52.6386,-1.13169 56.46913,-2.97489"
zinger burger,"53.38297,-1.4659"
meat kebab,"52.40656,-1.51217 52.48142,-1.89983 52.6386,-1.13169"
becks,"51.51279,-0.09184 52.6386,-1.13169 55.95206,-3.19648"
sub mushroom peppers onion sauce chips,"54.58333,-5.93333"
multitude,"54.97328,-1.61396"
pineapple potato,"55.95206,-3.19648"
nelson street,"55.86515,-4.25763"
shirt,"54.58333,-5.93333"
lemon chicken,"52.20765,0.13200"
peanut butter cup,"54.77560,-1.58374"
beef onions,"52.63220,1.28925 52.9536,-1.15047 55.86515,-4.25763"
fungi,"54.58333,-5.93333 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396"
business hours,"52.05834,1.15472"
potato pie,"52.9536,-1.15047 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206 54.32822,-2.74565"
mince pizza,"55.45862,-4.62849 57.14369,-2.09814"
chicken pineapple,"53.79648,-1.54785"
shandy can,"53.00415,-2.18538 54.89228,-2.93206"
americano burger quarter pounder,"53.38297,-1.4659"
calcium phosphorus,"53.79391,-1.75206"
bargain meal,"52.48142,-1.89983"
cheese burger supper,"55.95206,-3.19648"
pounder bacon burger,"52.9536,-1.15047 54.89228,-2.93206 54.89228,-2.93206 55.07216,-3.60218"
pizza mushroom,"55.86515,-4.25763"
twitter,"51.48,-3.18 51.51279,-0.09184 53.48095,-2.23743 53.48095,-2.23743 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785"
pepperoni donner meat,"53.38297,-1.4659"
sea life,"50.15201,-5.06654"
pudding fritters,"53.00415,-2.18538 53.79648,-1.54785 54.97328,-1.61396"
pepperoni onion garlic,"54.97328,-1.61396"
meat sandwich,"54.97328,-1.61396"
beans potato,"55.95206,-3.19648 56.46913,-2.97489"
beetroot burger,"51.45523,-2.59665"
cheese slices,"56.46913,-2.97489"
butter sausage chips,"54.89228,-2.93206"
msc cod supper,"54.58333,-5.93333"
combination,"52.9536,-1.15047 53.79648,-1.54785 53.79648,-1.54785 54.58333,-5.93333 54.89228,-2.93206"
pop coke,"54.97328,-1.61396"
lunch specials,"51.45523,-2.59665 51.48,-3.18 51.48,-3.18"
lamb tikka masala,"56.46913,-2.97489"
singapore vermicelli,"53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794"
genovese,"55.95206,-3.19648"
onion lettuce cucumber tomato,"52.9536,-1.15047"
one,"52.9536,-1.15047 54.58333,-5.93333"
olives onion tomato,"50.83333,0.13333"
meat,"50.71936,-3.53271 51.45523,-2.59665 52.20765,0.13200 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 54.32822,-2.74565 54.58333,-5.93333 54.58333,-5.93333 54.66411,-2.75257 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489"
