word,coordinations
alternative,"51.51279,-0.09184 51.51279,-0.09184 52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 52.63220,1.28925 "
dalmore,"55.95206,-3.19648 "
prince,"54.77560,-1.58374 "
savignon,"52.6386,-1.13169 "
cuv,"53.79648,-1.54785 "
cut,"51.51279,-0.09184 53.7446,-0.33525 54.90465,-1.38222 53.79648,-1.54785 53.79648,-1.54785 54.97328,-1.61396 54.89228,-2.93206 53.41058,-2.97794 55.95206,-3.19648 55.07216,-3.60218 "
chaat,"52.6386,-1.13169 53.48095,-2.23743 "
uncle,"54.97328,-1.61396 53.48095,-2.23743 "
tablet,"54.97328,-1.61396 55.95206,-3.19648 55.95206,-3.19648 55.86515,-4.25763 55.86515,-4.25763 "
contian,"52.6386,-1.13169 "
palmerston,"55.07216,-3.60218 "
treacle,"51.51279,-0.09184 53.79648,-1.54785 "
melograno,"55.95206,-3.19648 "
prosuitto,"54.57309,-1.23258 "
grim,"52.6386,-1.13169 "
source,"53.7446,-0.33525 53.79648,-1.54785 53.79391,-1.75206 53.79391,-1.75206 55.86515,-4.25763 50.15201,-5.06654 "
governmental,"53.79391,-1.75206 "
grapefruit,"51.51279,-0.09184 51.51279,-0.09184 55.95206,-3.19648 "
location,"51.51279,-0.09184 53.7446,-0.33525 53.79391,-1.75206 52.48142,-1.89983 50.15201,-5.06654 "
javit,"55.95206,-3.19648 "
snap,"53.79648,-1.54785 "
totally,"53.79648,-1.54785 53.41058,-2.97794 "
app,"52.40656,-1.51217 54.97328,-1.61396 54.97328,-1.61396 56.46913,-2.97489 56.46913,-2.97489 51.48,-3.18 54.58333,-5.93333 54.58333,-5.93333 "
surprised,"53.38297,-1.4659 "
cornish,"51.51279,-0.09184 51.51279,-0.09184 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 51.45523,-2.59665 50.15201,-5.06654 52.20765,0.13200 50.83333,0.13333 50.83333,0.13333 52.05834,1.15472 "
customers,"53.7446,-0.33525 52.9536,-1.15047 53.79648,-1.54785 53.79648,-1.54785 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.48095,-2.23743 55.07216,-3.60218 50.37771,-4.14082 57.47908,-4.22398 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 "
australia,"53.79648,-1.54785 "
march,"57.14369,-2.09814 50.15201,-5.06654 "
sit,"55.07216,-3.60218 50.15201,-5.06654 50.15201,-5.06654 50.83333,0.13333 "
maria,"57.47908,-4.22398 "
big,"53.7446,-0.33525 52.9536,-1.15047 52.40656,-1.51217 53.79648,-1.54785 54.97328,-1.61396 53.79391,-1.75206 52.48142,-1.89983 53.48095,-2.23743 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 57.47908,-4.22398 55.86515,-4.25763 54.58333,-5.93333 "
couple,"53.79391,-1.75206 "
responsibly,"53.79648,-1.54785 53.79391,-1.75206 52.63220,1.28925 "
unlimited,"55.07216,-3.60218 "
marca,"51.51279,-0.09184 "
knocker,"50.15201,-5.06654 "
notte,"51.51279,-0.09184 "
garnishpancake,"50.83333,0.13333 "
tabl,"50.15201,-5.06654 "
parma,"55.95206,-3.19648 55.07216,-3.60218 55.86515,-4.25763 "
donor,"52.05834,1.15472 "
necessary,"54.90465,-1.38222 "
bit,"51.51279,-0.09184 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79391,-1.75206 52.48142,-1.89983 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.62125,-3.94490 "
italiano,"53.00415,-2.18538 55.95206,-3.19648 55.95206,-3.19648 "
movie,"54.58333,-5.93333 "
tomao,"54.97328,-1.61396 "
burdock,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.00415,-2.18538 53.48095,-2.23743 "
katie,"50.71936,-3.53271 "
seperate,"54.89228,-2.93206 "
inviting,"51.51279,-0.09184 "
getextra,"53.7446,-0.33525 "
cotto,"55.07216,-3.60218 "
follows,"52.40656,-1.51217 "
message,"54.90465,-1.38222 53.79648,-1.54785 53.48095,-2.23743 "
kickin,"55.95206,-3.19648 55.95206,-3.19648 "
instore,"51.45523,-2.59665 "
separately,"54.89228,-2.93206 "
eel,"51.51279,-0.09184 51.51279,-0.09184 53.38297,-1.4659 52.05834,1.15472 "
arthur,"55.45862,-4.62849 "
durham,"54.57309,-1.23258 "
bahar,"52.6386,-1.13169 "
yorker,"53.38297,-1.4659 52.48142,-1.89983 50.15201,-5.06654 "
vibrant,"53.79648,-1.54785 "
popular,"52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79391,-1.75206 53.48095,-2.23743 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 50.83333,0.13333 50.83333,0.13333 "
softness,"51.51279,-0.09184 "
minced,"51.51279,-0.09184 51.51279,-0.09184 52.6386,-1.13169 52.9536,-1.15047 54.90465,-1.38222 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 54.97328,-1.61396 52.48142,-1.89983 53.48095,-2.23743 51.45523,-2.59665 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 51.62125,-3.94490 55.86515,-4.25763 55.86515,-4.25763 54.58333,-5.93333 52.20765,0.13200 50.83333,0.13333 52.05834,1.15472 52.63220,1.28925 "
honeycomb,"51.48,-3.18 "
essential,"53.79391,-1.75206 "
two,"54.90465,-1.38222 53.38297,-1.4659 53.38297,-1.4659 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 54.89228,-2.93206 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 55.07216,-3.60218 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 50.15201,-5.06654 54.58333,-5.93333 "
cuillin,"55.95206,-3.19648 "
google,"53.79391,-1.75206 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 54.89228,-2.93206 "
parade,"51.51279,-0.09184 53.79648,-1.54785 53.79391,-1.75206 "
absolutely,"52.9536,-1.15047 54.77560,-1.58374 52.48142,-1.89983 50.71936,-3.53271 51.62125,-3.94490 50.15201,-5.06654 50.15201,-5.06654 "
spring,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 54.32822,-2.74565 54.89228,-2.93206 56.46913,-2.97489 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 55.86515,-4.25763 55.86515,-4.25763 50.15201,-5.06654 52.20765,0.13200 52.63220,1.28925 "
sorbet,"51.51279,-0.09184 52.9536,-1.15047 52.9536,-1.15047 55.95206,-3.19648 "
some,"51.51279,-0.09184 53.7446,-0.33525 53.7446,-0.33525 53.7446,-0.33525 54.90465,-1.38222 53.79648,-1.54785 53.79648,-1.54785 53.79391,-1.75206 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 54.89228,-2.93206 51.48,-3.18 55.86515,-4.25763 50.15201,-5.06654 50.83333,0.13333 "
back,"51.51279,-0.09184 51.51279,-0.09184 53.7446,-0.33525 54.90465,-1.38222 53.79648,-1.54785 54.77560,-1.58374 53.79391,-1.75206 53.79391,-1.75206 57.14369,-2.09814 51.48,-3.18 51.48,-3.18 50.15201,-5.06654 54.58333,-5.93333 50.83333,0.13333 "
phone,"51.51279,-0.09184 53.7446,-0.33525 53.38297,-1.4659 52.40656,-1.51217 53.79648,-1.54785 54.97328,-1.61396 54.97328,-1.61396 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 54.89228,-2.93206 55.95206,-3.19648 55.86515,-4.25763 50.15201,-5.06654 "
crisy,"53.41058,-2.97794 "
grecanico,"51.51279,-0.09184 "
economic,"52.40656,-1.51217 "
mighty,"52.6386,-1.13169 52.6386,-1.13169 54.90465,-1.38222 54.97328,-1.61396 53.48095,-2.23743 53.41058,-2.97794 "
balmoral,"55.07216,-3.60218 "
duce,"53.79391,-1.75206 "
falafel,"52.9536,-1.15047 57.14369,-2.09814 51.45523,-2.59665 50.83333,0.13333 "
curious,"51.51279,-0.09184 51.51279,-0.09184 "
newsletter,"51.51279,-0.09184 53.48095,-2.23743 54.66411,-2.75257 55.95206,-3.19648 "
pale,"51.51279,-0.09184 52.9536,-1.15047 52.9536,-1.15047 55.95206,-3.19648 "
pomodoro,"55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 "
twister,"55.86515,-4.25763 "
aed,"51.48,-3.18 "
august,"50.15201,-5.06654 "
delivered,"51.51279,-0.09184 53.7446,-0.33525 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 53.38297,-1.4659 52.40656,-1.51217 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 50.71936,-3.53271 55.07216,-3.60218 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 52.20765,0.13200 52.63220,1.28925 "
haagen,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 53.48095,-2.23743 52.20765,0.13200 50.83333,0.13333 "
claw,"52.20765,0.13200 "
tomatosugo,"55.95206,-3.19648 "
shall,"53.79648,-1.54785 "
novelty,"51.51279,-0.09184 52.05834,1.15472 "
integration,"54.97328,-1.61396 "
per,"51.51279,-0.09184 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.00415,-2.18538 53.41058,-2.97794 55.95206,-3.19648 50.15201,-5.06654 "
quickly,"53.79391,-1.75206 "
icelandic,"53.79648,-1.54785 53.79391,-1.75206 "
bravas,"51.45523,-2.59665 "
quote,"53.48095,-2.23743 51.45523,-2.59665 "
saag,"52.6386,-1.13169 56.46913,-2.97489 "
gratuiti,"51.51279,-0.09184 "
pea,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 53.7446,-0.33525 53.7446,-0.33525 53.7446,-0.33525 53.7446,-0.33525 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.57309,-1.23258 54.90465,-1.38222 54.90465,-1.38222 54.90465,-1.38222 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 54.32822,-2.74565 54.66411,-2.75257 54.66411,-2.75257 54.66411,-2.75257 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 50.71936,-3.53271 50.71936,-3.53271 55.07216,-3.60218 55.07216,-3.60218 55.07216,-3.60218 51.62125,-3.94490 51.62125,-3.94490 50.37771,-4.14082 50.37771,-4.14082 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 55.45862,-4.62849 50.15201,-5.06654 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 52.20765,0.13200 52.20765,0.13200 50.83333,0.13333 50.83333,0.13333 50.83333,0.13333 50.83333,0.13333 52.05834,1.15472 52.05834,1.15472 52.05834,1.15472 52.63220,1.28925 52.63220,1.28925 "
minimal,"54.97328,-1.61396 "
blackberry,"51.51279,-0.09184 "
porridge,"54.58333,-5.93333 "
varying,"53.79391,-1.75206 "
eating,"51.51279,-0.09184 53.79391,-1.75206 50.15201,-5.06654 50.15201,-5.06654 50.83333,0.13333 "
rum,"52.9536,-1.15047 52.9536,-1.15047 54.89228,-2.93206 51.48,-3.18 55.95206,-3.19648 "
sfc,"52.9536,-1.15047 53.38297,-1.4659 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 53.48095,-2.23743 "
martin,"51.51279,-0.09184 "
continuing,"53.79648,-1.54785 53.48095,-2.23743 53.48095,-2.23743 51.48,-3.18 "
confidence,"53.79391,-1.75206 "
withdrawals,"55.07216,-3.60218 "
panzanella,"55.07216,-3.60218 55.07216,-3.60218 "
step,"51.51279,-0.09184 52.9536,-1.15047 52.9536,-1.15047 "
fee,"54.90465,-1.38222 53.48095,-2.23743 56.46913,-2.97489 51.48,-3.18 55.45862,-4.62849 54.58333,-5.93333 54.58333,-5.93333 "
stew,"54.89228,-2.93206 "
santa,"51.51279,-0.09184 55.95206,-3.19648 57.47908,-4.22398 "
friar,"53.38297,-1.4659 "
feb,"51.51279,-0.09184 "
carol,"54.90465,-1.38222 "
raspberry,"51.51279,-0.09184 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 52.40656,-1.51217 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 55.95206,-3.19648 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 50.15201,-5.06654 54.58333,-5.93333 "
smothered,"52.9536,-1.15047 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 54.58333,-5.93333 "
intense,"51.51279,-0.09184 53.79648,-1.54785 55.95206,-3.19648 "
papus,"52.9536,-1.15047 "
fishfingers,"53.41058,-2.97794 "
elsaborate,"51.51279,-0.09184 "
classico,"51.51279,-0.09184 "
hedg,"55.95206,-3.19648 "
panzanelle,"55.07216,-3.60218 "
ardgay,"57.47908,-4.22398 "
page,"51.51279,-0.09184 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.90465,-1.38222 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.07216,-3.60218 55.07216,-3.60218 55.07216,-3.60218 50.37771,-4.14082 57.47908,-4.22398 55.86515,-4.25763 50.15201,-5.06654 54.58333,-5.93333 52.20765,0.13200 52.63220,1.28925 "
maltesers,"56.46913,-2.97489 55.95206,-3.19648 55.95206,-3.19648 "
nova,"57.47908,-4.22398 "
range,"53.79648,-1.54785 54.77560,-1.58374 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 54.66411,-2.75257 55.95206,-3.19648 51.62125,-3.94490 50.15201,-5.06654 54.58333,-5.93333 "
ounce,"52.6386,-1.13169 "
modal,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 55.07216,-3.60218 55.07216,-3.60218 52.20765,0.13200 52.63220,1.28925 "
together,"53.79648,-1.54785 "
mouth,"51.51279,-0.09184 52.9536,-1.15047 54.57309,-1.23258 53.79648,-1.54785 53.79648,-1.54785 54.97328,-1.61396 53.79391,-1.75206 55.95206,-3.19648 55.45862,-4.62849 54.58333,-5.93333 "
complimentary,"52.48142,-1.89983 53.00415,-2.18538 50.15201,-5.06654 54.58333,-5.93333 "
shiremoor,"54.97328,-1.61396 "
mascalese,"51.51279,-0.09184 "
rollos,"55.95206,-3.19648 "
accessible,"54.97328,-1.61396 "
chk,"51.48,-3.18 51.48,-3.18 "
moss,"53.41058,-2.97794 "
plethora,"52.40656,-1.51217 "
relish,"52.6386,-1.13169 53.38297,-1.4659 52.40656,-1.51217 53.79648,-1.54785 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 51.45523,-2.59665 54.89228,-2.93206 56.46913,-2.97489 53.41058,-2.97794 55.95206,-3.19648 50.37771,-4.14082 55.86515,-4.25763 55.86515,-4.25763 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 52.05834,1.15472 "
into,"53.7446,-0.33525 53.79648,-1.54785 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 54.89228,-2.93206 55.95206,-3.19648 55.86515,-4.25763 50.15201,-5.06654 54.58333,-5.93333 "
within,"53.7446,-0.33525 53.79391,-1.75206 "
tofu,"54.89228,-2.93206 52.20765,0.13200 "
cardiff,"51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 "
stroller,"53.79391,-1.75206 "
peacehaven,"50.83333,0.13333 "
nothing,"53.41058,-2.97794 55.86515,-4.25763 "
appropriate,"53.79391,-1.75206 53.79391,-1.75206 "
selected,"54.90465,-1.38222 53.79648,-1.54785 53.79648,-1.54785 56.46913,-2.97489 50.71936,-3.53271 55.86515,-4.25763 "
steven,"53.38297,-1.4659 "
ensur,"53.7446,-0.33525 53.79391,-1.75206 51.48,-3.18 "
sized,"54.97328,-1.61396 50.15201,-5.06654 54.58333,-5.93333 "
updat,"52.6386,-1.13169 54.97328,-1.61396 53.48095,-2.23743 "
pepperonisausage,"55.95206,-3.19648 "
fishbar,"52.9536,-1.15047 52.40656,-1.51217 52.48142,-1.89983 "
logged,"51.48,-3.18 55.95206,-3.19648 54.58333,-5.93333 "
smirnoff,"52.9536,-1.15047 54.89228,-2.93206 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 "
impressed,"53.48095,-2.23743 "
robust,"55.95206,-3.19648 "
statistics,"53.79391,-1.75206 "
triangl,"53.00415,-2.18538 "
joking,"54.58333,-5.93333 "
spam,"53.7446,-0.33525 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 54.57309,-1.23258 54.57309,-1.23258 54.90465,-1.38222 54.90465,-1.38222 53.38297,-1.4659 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.00415,-2.18538 54.66411,-2.75257 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 53.41058,-2.97794 53.41058,-2.97794 55.07216,-3.60218 50.37771,-4.14082 52.63220,1.28925 "
tastini,"54.90465,-1.38222 "
brut,"51.51279,-0.09184 53.79648,-1.54785 "
question,"53.79648,-1.54785 54.97328,-1.61396 53.48095,-2.23743 "
live,"54.97328,-1.61396 50.15201,-5.06654 "
fast,"52.9536,-1.15047 54.97328,-1.61396 52.48142,-1.89983 53.48095,-2.23743 53.48095,-2.23743 51.48,-3.18 50.15201,-5.06654 54.58333,-5.93333 50.83333,0.13333 "
vezzola,"51.51279,-0.09184 "
silvestro,"52.9536,-1.15047 52.9536,-1.15047 "
woppa,"55.95206,-3.19648 55.95206,-3.19648 "
charg,"54.58333,-5.93333 "
homemade,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 53.7446,-0.33525 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.90465,-1.38222 54.90465,-1.38222 54.90465,-1.38222 53.38297,-1.4659 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.00415,-2.18538 51.45523,-2.59665 51.45523,-2.59665 54.66411,-2.75257 53.41058,-2.97794 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 51.62125,-3.94490 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 50.83333,0.13333 "
forward,"53.79391,-1.75206 53.48095,-2.23743 50.15201,-5.06654 "
chapati,"55.95206,-3.19648 55.45862,-4.62849 "
robusta,"55.95206,-3.19648 "
nougat,"55.86515,-4.25763 "
brioche,"51.48,-3.18 55.95206,-3.19648 54.58333,-5.93333 "
cheeky,"52.40656,-1.51217 "
promotions,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 52.40656,-1.51217 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 54.66411,-2.75257 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 55.07216,-3.60218 55.07216,-3.60218 52.20765,0.13200 52.63220,1.28925 "
atlantis,"53.79648,-1.54785 "
invite,"53.7446,-0.33525 "
